timestamp,market_title,search_query,response_length,response_preview
2025-12-12T10:11:21.879254,Dota 2: Passion UA vs Team Tidebound (BO3),Dota 2: Passion UA vs Team Tidebound (BO3),2843,"The upcoming Dota 2 match between Passion UA and Team Tidebound is scheduled for December 12, 2025, at 11:00 AM UTC, as part of the ESL Dota2 2025 DreamLeague Season 27 Main Event Group Stage - Round "
2025-12-12T10:11:29.624089,Spread: Pistons (-6.5),Spread: Pistons (-6.5),3522,"The Detroit Pistons are set to host the Atlanta Hawks on Friday, December 12, 2025, at Little Caesars Arena in Detroit. The Pistons are favored by 6.5 points in this matchup.

**Recent Performance:**
"
2025-12-12T10:17:02.936519,Spread: Pistons (-6.5),Spread: Pistons (-6.5),4323,"The Detroit Pistons are set to host the Atlanta Hawks on Friday, December 12, 2025, at Little Caesars Arena in Detroit. The Pistons are favored by 6.5 points in this matchup. ([foxsportsthegame.iheart"
2025-12-12T10:17:08.256987,Lighter market cap (FDV) >$10B one day after launch?,Lighter market cap (FDV) >$10B one day after launch?,1571,"The prediction market ""Lighter market cap (FDV) >$10B one day after launch?"" on Polymarket is currently trading at 2.1% for the ""Yes"" outcome, indicating a low probability that Lighter's Fully Diluted"
2025-12-12T10:17:14.789562,Will Russia capture all of Kupiansk by December 31?,Will Russia capture all of Kupiansk by December 31?,2935,"As of December 12, 2025, the situation in Kupiansk, a strategic city in Ukraine's Kharkiv Oblast, remains complex and fluid. Recent developments provide insight into the ongoing conflict and the likel"
2025-12-12T10:22:43.904137,Lighter market cap (FDV) >$10B one day after launch?,Lighter market cap (FDV) >$10B one day after launch?,1858,"Lighter, a decentralized exchange (DEX) specializing in perpetual futures, has garnered significant attention in the cryptocurrency community. As of November 11, 2025, Lighter achieved a valuation of "
2025-12-12T10:22:51.278458,Will Russia capture all of Kupiansk by December 31?,Will Russia capture all of Kupiansk by December 31?,3605,"As of December 12, 2025, the situation in Kupiansk, a city in Ukraine's Kharkiv Oblast, remains dynamic and contested. Recent developments provide insight into the likelihood of Russia capturing the e"
2025-12-12T10:22:57.045519,Over $70M committed to the Gensyn public sale?,Over $70M committed to the Gensyn public sale?,1496,"Gensyn, a decentralized AI computing infrastructure provider, has announced the public sale of its $AI tokens, set to begin on December 15, 2025, through the Sonar platform. The sale will offer 300 mi"
2025-12-12T10:28:28.807556,Will Russia capture all of Myrnohrad by December 31?,Will Russia capture all of Myrnohrad by December 31?,2640,"As of December 12, 2025, the situation in Myrnohrad, Ukraine, remains dynamic, with ongoing military engagements and differing reports from Russian and Ukrainian sources.

**Recent Developments:**

- "
2025-12-12T10:28:34.302660,Will Trump pardon Diddy in 2025?,Will Trump pardon Diddy in 2025?,2178,"As of December 12, 2025, there have been no official announcements regarding a presidential pardon for Sean ""Diddy"" Combs. Combs was convicted on two counts of transportation for the purposes of prost"
2025-12-12T10:28:41.664176,Spread: 49ers (-13.5),Spread: 49ers (-13.5),2798,"The San Francisco 49ers are set to host the Tennessee Titans on Sunday, December 14, 2025, at Levi's Stadium in Santa Clara, California. The 49ers are favored by 12.5 points in this matchup. ([sportsb"
2025-12-12T10:34:12.421284,Spread: Cavaliers (-14.5),Spread: Cavaliers (-14.5),1788,"The Cleveland Cavaliers are set to face the Washington Wizards today, December 12, 2025, at 4:00 PM PST. The Cavaliers are favored by 14.5 points in this matchup.

**Recent Performance:**
The Cavalier"
2025-12-12T10:34:19.257176,Spread: Mavericks (-7.5),Spread: Mavericks (-7.5),3150,The Dallas Mavericks are set to host the Brooklyn Nets tonight at 5:30 PM PST at the American Airlines Center in Dallas. The Mavericks are favored by 7.5 points against the Nets. ([sportsbookreview.co
2025-12-12T10:34:27.510137,Will Pau FC win on 2025-12-12?,Will Pau FC win on 2025-12-12?,2483,"Pau FC is set to face Amiens SC in a Ligue 2 match on December 12, 2025, at 19:00 local time at the Nouste Camp stadium in Pau. ([m.football-lineups.com](https://m.football-lineups.com/match/549017/?u"
2025-12-12T10:45:02.524610,Will Angers SCO win on 2025-12-12?,Will Angers SCO win on 2025-12-12?,2310,"Angers SCO is set to face FC Nantes today, December 12, 2025, at 20:45 CET (2:45 PM EST) at Stade Raymond-Kopa in Angers. This Ligue 1 match is crucial for both teams, with Angers aiming to solidify t"
2025-12-12T10:45:08.081508,Will Marco Rubio win the 2028 US Presidential Election?,Will Marco Rubio win the 2028 US Presidential Election?,2026,"As of December 12, 2025, Secretary of State Marco Rubio has not officially declared his candidacy for the 2028 U.S. Presidential Election. In July 2025, he expressed support for Vice President JD Vanc"
2025-12-12T10:45:15.540059,Will Luís Marques Mendes win the 2026 Portugal presidential election?,Will Luís Marques Mendes win the 2026 Portugal presidential election?,2902,"As of December 12, 2025, the race for Portugal's 2026 presidential election remains highly competitive, with Luís Marques Mendes, former leader of the Social Democratic Party (PSD), emerging as a lead"
2025-12-12T10:55:48.640138,Will Marco Rubio win the 2028 US Presidential Election?,Will Marco Rubio win the 2028 US Presidential Election?,2457,"As of December 12, 2025, Secretary of State Marco Rubio has not officially declared his candidacy for the 2028 U.S. Presidential Election. In July 2025, he expressed support for Vice President JD Vanc"
2025-12-12T10:55:55.765098,Will Luís Marques Mendes win the 2026 Portugal presidential election?,Will Luís Marques Mendes win the 2026 Portugal presidential election?,3762,"As of December 12, 2025, the race for Portugal's 2026 presidential election remains highly competitive, with Luís Marques Mendes, former leader of the Social Democratic Party (PSD), emerging as a lead"
2025-12-12T10:56:01.311970,Will Elche CF win on 2025-12-13?,Will Elche CF win on 2025-12-13?,1628,"Elche CF is set to face Real Mallorca on December 13, 2025, at Estadi Mallorca Son Moix in Palma de Mallorca. ([globalsportsarchive.com](https://globalsportsarchive.com/en/soccer/match/2025-12-13/rcd-"
2025-12-12T11:01:39.637860,Senators vs. Wild,Senators vs. Wild,2681,"The Ottawa Senators are set to face the Minnesota Wild on Saturday, December 13, 2025, at 2 p.m. EST in Saint Paul, Minnesota. ([washingtonpost.com](https://www.washingtonpost.com/sports/nhl/2025/12/1"
2025-12-12T11:01:46.334340,"Russia x Ukraine ceasefire by March 31, 2026?","Russia x Ukraine ceasefire by March 31, 2026?",3627,"As of December 12, 2025, the prediction market ""Russia x Ukraine ceasefire by March 31, 2026?"" is trading at a 22.5% probability of a ceasefire being established by the specified date. ([monitor.polym"
2025-12-12T11:01:53.196629,Dota 2: Team Spirit vs Team Liquid (BO3),Dota 2: Team Spirit vs Team Liquid (BO3),2299,"As of December 12, 2025, Team Spirit and Team Liquid are set to face off in a Best of 3 series during the Group Stage of the ESL Dota2 2025 DreamLeague Season 27 Main Event. ([strafe.com](https://www."
2025-12-12T11:07:27.612266,Dota 2: Team Spirit vs Team Liquid (BO3),Dota 2: Team Spirit vs Team Liquid (BO3),2563,"As of December 12, 2025, Team Spirit and Team Liquid are set to face off in a Best of 3 series during the ESL Dota2 2025 DreamLeague Season 27 Main Event Group Stage Round 3. ([strafe.com](https://www"
2025-12-12T11:07:34.066914,Will Ron DeSantis win the 2028 Republican presidential nomination?,Will Ron DeSantis win the 2028 Republican presidential nomination?,1947,"As of December 12, 2025, Florida Governor Ron DeSantis has not announced his candidacy for the 2028 Republican presidential nomination. In January 2024, he suspended his campaign for the 2024 election"
2025-12-12T11:07:40.158517,Will ACA premium tax credits be extended and will the Democratic Party win the House in 2026?,Will ACA premium tax credits be extended and will the Democratic Party win the House in 2026?,2260,"As of December 12, 2025, the U.S. Senate has rejected both Democratic and Republican proposals to extend the enhanced Affordable Care Act (ACA) premium tax credits, which are set to expire on January "
2025-12-12T11:13:13.288509,Will Wolverhampton Wanderers FC win on 2025-12-13?,Will Wolverhampton Wanderers FC win on 2025-12-13?,3132,"
## [Emirates Stadium](https://www.google.com/maps/search/Emirates+Stadium?utm_source=openai)


## EPL Schedule
- Wolverhampton Wanderers @ Arsenal FC on Saturday, Dec 13, 2025 at 12:00 PM PST


Wolve"
2025-12-12T11:13:19.769580,Dota 2: BetBoom Team vs OG - Game 1 Winner,Dota 2: BetBoom Team vs OG - Game 1 Winner,1885,"As of December 12, 2025, BetBoom Team and OG are set to face each other in Game 1 of their Best of 3 series in the ESL Dota 2 2025 DreamLeague Season 27 Main Event. ([strafe.com](https://www.strafe.co"
2025-12-12T11:13:27.471677,Will Girona FC win on 2025-12-12?,Will Girona FC win on 2025-12-12?,2804,"Girona FC is set to face Real Sociedad today, December 12, 2025, at 9:00 PM CET in a crucial La Liga match at the Reale Arena in San Sebastián. ([as.com](https://as.com/futbol/primera/real-sociedad-gi"
2025-12-12T12:40:03.392475,Will Girona FC win on 2025-12-12?,Will Girona FC win on 2025-12-12?,3200,"Girona FC is set to face Real Sociedad today, December 12, 2025, at the Reale Arena in San Sebastián. The match is crucial for Girona, currently 18th in LaLiga with 12 points, as they aim to escape th"
2025-12-12T12:40:10.182898,Will xAI have the top AI model on December 31?,Will xAI have the top AI model on December 31?,3460,"As of December 12, 2025, xAI's Grok 4.1 is a competitive AI model, but it faces significant challenges from leading models developed by Google and OpenAI.

**Recent Developments:**

- **OpenAI's GPT-5"
2025-12-12T12:40:16.605537,Dota 2: MOUZ vs Virtus.pro - Game 2 Winner,Dota 2: MOUZ vs Virtus.pro - Game 2 Winner,2436,"As of December 12, 2025, MOUZ and Virtus.pro are set to face off in a Best of 3 series during the ESL Dota2 2025 DreamLeague Season 27 Main Event Group Stage - Round 3. ([strafe.com](https://www.straf"
2025-12-12T12:45:49.040701,Hawks vs. Pistons: O/U 235.5,Hawks vs. Pistons: O/U 235.5,2975,"
## NBA Schedule
- Hawks @ Pistons on Friday, Dec 12, 2025 at 04:00 PM PST


The Atlanta Hawks are set to face the Detroit Pistons today, December 12, 2025, at 4:00 PM PST. The over/under for the game"
2025-12-12T12:45:57.906995,Bulls vs. Hornets: O/U 233.5,Bulls vs. Hornets: O/U 233.5,3254,"
## NBA Schedule
- Bulls @ Hornets on Friday, Dec 12, 2025 at 04:00 PM PST


The Chicago Bulls and Charlotte Hornets are set to face off on December 12, 2025, at the Spectrum Center in Charlotte. The "
2025-12-12T12:46:05.410413,Dota 2: Natus Vincere vs Yakutou Brothers - Game 2 Winner,Dota 2: Natus Vincere vs Yakutou Brothers - Game 2 Winner,2768,"As of December 12, 2025, Natus Vincere (Na'Vi) and Yakult's Brothers are set to face off in Game 2 of their Best of 3 series at the ESL Dota2 2025 DreamLeague Season 27 Main Event. The match is schedu"
2025-12-12T12:51:40.384119,Russia x Ukraine ceasefire by end of 2026?,Russia x Ukraine ceasefire by end of 2026?,3663,"As of December 12, 2025, the possibility of a Russia-Ukraine ceasefire by the end of 2026 remains uncertain, with recent developments offering both cautious optimism and significant challenges.

**Rec"
2025-12-12T12:51:46.603717,Will Almanak FDV above $50M one day after launch?,Will Almanak FDV above $50M one day after launch?,1972,Almanak is an AI-driven decentralized finance (DeFi) platform that has garnered significant attention due to its innovative approach to democratizing institutional-grade trading strategies. The platfo
2025-12-12T12:51:53.994406,Lighter market cap (FDV) >$2B one day after launch?,Lighter market cap (FDV) >$2B one day after launch?,1936,"The prediction market ""Lighter market cap (FDV) >$2B one day after launch?"" on Polymarket has seen significant activity, with a total volume of $15,104,987 and an end date of December 31, 2025. ([poly"
2025-12-12T12:57:29.028929,Counter-Strike: MOUZ vs FaZe - Map 2 Winner,Counter-Strike: MOUZ vs FaZe - Map 2 Winner,1488,"In recent encounters between MOUZ and FaZe Clan, MOUZ has demonstrated a strong performance, particularly on Map 2. In the IEM Chengdu 2025, MOUZ secured a 2-0 victory over FaZe, with Map 2 being Infe"
2025-12-12T12:57:36.377988,Will Carlos Roberto Massa Júnior win the 2026 Brazilian presidential election?,Will Carlos Roberto Massa Júnior win the 2026 Brazilian presidential election?,3013,"As of December 12, 2025, there is no substantial evidence to suggest that Carlos Roberto Massa Júnior, commonly known as Ratinho Júnior, is a candidate in the 2026 Brazilian presidential election. Rec"
